reflectance_365nm_percent,reflectance_405nm_percent,reflectance_430nm_percent,reflectance_450nm_percent,reflectance_470nm_percent,reflectance_490nm_percent,reflectance_515nm_percent,reflectance_540nm_percent,reflectance_570nm_percent,reflectance_590nm_percent,reflectance_630nm_percent,reflectance_645nm_percent,reflectance_660nm_percent,reflectance_690nm_percent,reflectance_780nm_percent,reflectance_850nm_percent,reflectance_880nm_percent,reflectance_940nm_percent,reflectance_970nm_percent,class,sample_id
68.811646,55.231762,55.6802,67.22459,69.82715,64.89374,57.93211,57.311142,54.055874,67.323326,76.72946,78.336075,64.510315,56.32218,57.345615,56.07707,60.703003,59.42292,53.92131,0,23.0
50.97996,39.910664,41.697994,51.34038,60.119736,66.33838,64.55825,61.304485,65.07536,74.36645,81.918785,82.83786,59.667736,59.934765,60.590927,61.10842,67.42349,58.601994,55.07288,0,24.0
59.564323,47.34217,44.886204,55.622208,63.993896,66.939095,60.714806,60.78474,56.42718,66.524574,75.93761,77.18455,61.55541,56.400333,57.2836,55.091988,60.605633,58.07337,54.295994,0,25.0
65.40623,54.644733,53.37435,61.28698,69.46633,70.71793,65.07339,63.302727,59.919334,69.2201,78.70032,80.065056,64.142525,58.61667,60.16959,59.574516,63.616337,58.972775,56.089233,0,26.0
56.998657,46.62906,48.348545,57.71552,68.450424,70.675156,63.040108,58.186295,59.543568,70.0402,77.42943,78.649765,62.46605,59.346996,63.73695,63.331436,67.45672,63.843758,61.57608,0,27.0
65.459305,57.81598,63.471973,71.45866,73.81842,75.426895,73.4482,70.76326,70.58765,73.818794,81.07183,82.06133,69.10498,69.27181,69.52587,69.30121,72.38654,66.63506,63.380177,0,28.0
59.534805,49.624348,56.689346,65.47714,70.54829,75.4842,67.176346,67.778656,62.536335,67.99718,78.07496,79.520294,58.727955,57.467937,54.659607,53.98069,58.940678,53.780346,48.352303,0,29.0
58.39335,51.03644,59.210144,66.95122,70.84266,76.57382,72.156746,68.03861,68.540184,73.688614,81.62672,82.75641,68.26857,68.12285,65.58302,64.05909,67.76944,60.306473,57.58507,0,30.0
55.415184,44.99232,45.38663,49.55996,55.58161,67.59271,61.9344,56.947296,56.71536,65.43567,75.465454,77.20549,61.197235,60.799442,61.647545,60.70771,63.29725,61.76321,57.297592,0,31.0
77.61281,70.244804,73.34038,72.33743,76.36399,78.19514,71.12633,70.13486,64.77431,69.34737,78.561325,80.235374,62.04802,59.11596,58.05308,57.21383,60.836624,57.05451,53.619785,0,32.0
82.071266,66.492615,61.141884,59.4608,59.088295,61.12868,57.19093,51.431698,54.874737,70.73761,78.34256,79.722534,73.182365,66.721985,71.25209,69.93225,72.02359,64.96186,68.14859,0,33.0
56.8712,45.126217,46.757645,58.902527,66.23366,66.38869,59.12964,58.63051,54.698086,63.916977,74.56756,76.34793,57.28947,57.80629,57.66184,56.388027,60.718227,56.8528,51.993553,0,34.0
63.863712,51.2953,52.5752,62.150806,67.850395,63.340927,55.330723,52.210175,51.282257,63.737392,74.69173,76.6375,60.787155,58.964622,61.386555,60.156048,62.418293,63.57295,58.080418,0,35.0
59.76506,50.03671,52.50159,58.150524,64.25788,71.26879,70.38808,64.79758,70.701256,74.73141,82.53106,84.155334,72.97653,68.97558,67.771545,67.00733,69.516884,62.5229,59.890373,0,36.0
58.670395,46.114952,45.925682,55.729996,59.46681,57.767548,59.98658,62.04705,62.977264,71.05728,80.13474,81.68067,64.39581,65.681595,65.27456,65.83901,70.66906,64.57871,59.693073,0,37.0
54.55154,46.797935,50.69631,59.477234,67.22685,79.07656,71.90978,69.29771,65.07169,70.26563,78.55444,79.87696,57.16646,56.2896,53.654057,52.829266,60.074852,53.80232,49.708046,0,38.0
60.211285,50.746822,51.34623,61.313057,68.40922,74.28452,71.4239,67.913414,69.13347,74.011475,81.24349,82.370316,66.87289,64.77241,63.767815,63.109516,67.261406,60.042618,57.141083,0,39.0
56.096584,46.926292,47.15967,51.136692,56.82957,55.77171,51.141853,50.174896,49.503403,69.41603,76.478874,78.17588,71.93323,64.88246,70.84341,69.33264,70.81699,65.41131,65.74698,0,40.0
49.292664,40.244186,42.579235,50.545616,59.96806,71.35245,66.17852,62.73484,61.7302,70.66344,79.289566,80.99795,65.67353,64.0141,63.31399,62.68797,67.47832,60.877068,58.531338,0,41.0
57.95663,48.409996,50.629997,55.626785,58.967392,61.58336,63.093906,64.32295,62.335186,68.73554,78.043655,79.53348,64.930115,62.35562,60.80564,60.047935,64.63923,60.161983,57.596905,0,42.0
57.596405,48.617397,57.125378,67.00232,75.87091,76.043976,70.392784,71.95906,64.96273,66.64321,75.84818,78.27648,56.66738,57.472103,56.021355,54.920883,60.63289,54.203945,50.717705,0,43.0
67.959366,60.62712,62.14216,66.960175,71.909325,76.625275,74.17688,70.268936,67.56556,73.79701,82.00117,83.06363,76.41595,69.61395,69.075,67.0092,69.5056,61.54976,62.33993,0,44.0
52.661045,43.426117,49.12988,56.135742,63.65776,73.1707,76.510155,72.08718,73.22635,79.60352,86.72607,87.69412,65.27182,66.23749,66.75564,66.43599,71.7075,67.80207,63.429348,0,45.0
52.099373,42.636925,52.28425,62.495033,71.131546,70.522644,64.61265,60.294235,62.76933,71.7777,79.66653,81.11917,66.26255,66.570694,66.344666,66.534805,71.446686,70.15496,64.54144,0,46.0
56.46696,47.279392,47.197037,54.79231,63.76465,73.50312,70.97187,68.50432,72.212,79.73236,85.7159,86.45208,64.19826,69.30313,69.2065,70.63149,77.87196,71.13378,68.63988,0,47.0
48.819897,40.39656,43.7115,51.59915,59.759636,71.301544,73.36086,66.483284,72.29018,73.03114,81.56437,83.266975,56.40658,57.906544,55.5677,55.48869,63.245,53.070213,49.98778,0,48.0
62.988598,50.519848,46.06064,51.509155,56.95896,64.186005,59.271366,55.62456,55.56592,67.43103,76.8824,78.523315,66.31878,58.46042,62.075882,61.428642,64.23087,53.659027,57.779305,0,49.0
56.570686,48.64012,56.29438,67.23148,75.35204,80.41075,79.10866,71.79183,76.38078,78.00526,84.905495,85.86647,75.64031,73.9766,69.14257,67.98027,71.15749,61.59864,58.914154,0,50.0
61.50447,52.256893,55.000412,59.621143,64.706635,72.02362,72.060875,66.04094,72.56809,72.65343,80.907364,82.05389,64.96746,62.15135,59.282417,58.394283,64.19968,55.648624,53.484917,0,51.0
49.60338,41.82519,50.89913,60.723465,65.38114,67.01878,65.82229,61.51031,66.952545,76.23064,83.65049,85.020294,64.083565,66.241875,64.865555,65.845345,72.40818,60.133945,61.31471,0,52.0
49.076202,38.78623,41.524834,50.71535,60.57326,72.13281,68.281265,67.22678,64.75052,72.633125,81.04728,82.35775,61.54895,64.05778,65.653694,64.92197,69.051315,64.314644,62.20758,0,53.0
52.487225,42.72593,43.273502,50.61443,60.20398,68.13225,65.5302,64.60408,64.450005,75.317726,81.11936,82.1046,76.63532,67.758385,73.82629,73.63375,74.98228,67.779205,71.69225,0,54.0
65.7439,54.885406,55.521595,57.709587,55.071945,54.768093,52.19907,47.980255,50.6391,68.031,76.14979,77.69156,60.02781,56.152397,64.78629,63.264328,66.88692,63.59719,63.33954,0,55.0
60.471146,49.13629,47.047905,54.08408,60.766376,66.05163,64.60913,59.40325,63.850235,75.007614,81.11582,81.87814,71.65012,72.226616,77.74719,77.440506,77.13529,76.18387,76.16853,0,56.0
53.633736,42.37802,44.198498,50.673824,56.33133,56.021786,50.263206,44.331436,48.64606,70.94524,78.44174,79.79472,73.73969,67.36435,75.07282,74.40182,74.77996,68.83108,74.18418,0,57.0
58.286633,50.821133,53.938824,61.012478,68.10374,75.39993,70.68256,68.91429,66.108246,70.06336,79.11871,80.63385,65.72562,62.298798,64.52724,63.170082,66.956566,62.788475,58.87254,0,58.0
65.00752,58.468716,66.67203,69.85635,72.81126,78.30872,76.843544,71.93046,71.08638,76.478,83.81035,85.07326,72.988495,67.03736,65.30185,64.653,68.80416,62.32517,58.496944,0,59.0
54.331825,44.117565,47.181297,57.802998,67.0649,77.190506,73.43244,70.34914,67.23095,73.204025,82.18711,83.4612,55.425568,56.506413,55.74733,55.295532,61.948383,54.13266,50.47792,0,60.0
60.44634,51.345306,55.351917,63.668777,74.111824,72.54586,64.87196,63.56672,60.774517,70.46331,79.5637,80.6728,69.18131,65.949615,64.80888,63.652187,65.79062,63.97153,58.999043,0,61.0
54.312496,44.00845,44.24014,52.17478,61.954243,69.16721,66.23231,60.841362,65.04843,72.84796,81.03574,82.23884,66.069756,65.88227,68.14411,67.5422,71.07289,64.59795,62.300945,0,62.0
62.93689,51.646137,54.937874,66.933525,75.82329,76.950615,68.52082,65.84547,64.26577,73.210304,80.11208,81.4152,69.84512,66.45365,65.46548,63.674576,66.570885,66.32297,60.203827,0,63.0
53.948498,43.26822,43.547108,51.093597,57.946175,59.2243,54.514194,51.4332,52.420425,66.024086,75.03795,76.474205,65.099144,62.38991,65.08834,64.02441,65.67217,59.35247,62.85231,0,64.0
61.13805,46.516026,44.0234,52.322624,60.87972,67.24756,61.443542,59.04172,58.087166,71.62392,79.445305,80.69632,63.54171,62.231033,62.193935,60.639427,65.46965,61.64009,57.870262,0,65.0
59.89666,51.66308,56.704594,65.72828,68.55936,68.21017,66.119095,64.84298,62.10699,68.461464,76.82811,78.44747,67.78702,62.18767,62.908375,62.34929,64.57625,60.671997,58.63797,0,66.0
50.118732,41.273983,46.448704,56.36776,65.01913,69.86339,63.314503,62.681355,59.187897,65.02196,75.376945,77.16815,63.234055,60.388565,60.579025,59.352875,62.52096,59.01118,54.912834,0,67.0
88.87099,84.88673,83.20025,82.43992,82.14387,80.379234,77.85815,75.59554,74.04723,81.67145,86.79612,87.64422,74.902985,75.008705,76.43,75.135544,77.63867,77.87722,71.91783,0,68.0
53.532158,41.988842,39.05857,44.26664,48.974663,55.025005,51.659626,46.895226,52.294945,70.71686,77.474655,79.12029,70.70132,61.907936,68.23401,67.58609,69.51464,65.38269,68.352036,0,69.0
59.27673,49.39982,52.162098,62.50514,72.90951,78.00454,75.297844,71.19996,72.17613,72.329315,80.66878,82.057915,66.95045,66.268,64.57597,64.93526,69.12328,59.982674,56.449116,0,70.0
85.24517,76.31173,67.31245,67.96005,71.977684,67.1368,60.041218,56.63396,54.764946,65.01392,76.1439,78.03044,57.64401,56.910442,58.17354,56.93617,59.744442,52.288013,50.514187,0,71.0
49.359,38.771706,42.641716,51.817657,61.9565,72.53989,68.52485,67.40953,63.382866,69.002686,78.61861,80.241905,63.456215,64.69354,62.23932,62.559242,66.79738,59.493683,57.507706,0,72.0
66.407646,54.15981,56.32831,68.99251,76.402374,72.445496,64.563576,62.50642,60.725956,70.56298,78.55774,79.80629,69.9539,65.81131,66.073906,64.34988,66.20179,65.54446,61.228035,0,73.0
68.89681,60.63529,64.01214,69.71558,74.07958,74.0444,68.85701,67.353806,64.80188,71.93752,80.100555,81.622246,64.33687,64.21824,63.063465,61.965645,65.66145,59.02812,57.0968,0,74.0
62.78755,50.909977,47.35947,53.77479,58.093494,62.325733,54.658127,50.084167,49.681133,64.45994,75.20107,77.14584,56.298954,53.875965,55.22139,54.783188,59.641033,57.02594,51.462036,0,75.0
57.32943,48.272972,52.17068,62.184288,72.763596,75.16672,70.14677,68.127975,66.073715,70.407646,79.17234,80.688286,68.06702,63.645737,65.041245,64.13816,67.072716,58.821793,60.644753,0,76.0
61.75164,55.308247,60.583324,66.10371,71.322266,67.43047,63.264835,62.826717,60.660465,66.82766,76.62053,78.255936,63.18171,61.01563,59.838913,59.18469,63.648045,57.82211,54.162884,0,77.0
56.7331,46.274384,47.365475,58.314194,69.042816,78.72138,71.575966,69.687416,65.47311,71.57995,80.4406,81.83641,67.69309,64.3283,64.114944,62.734283,66.17629,60.20062,56.56304,0,78.0
75.54162,65.521935,65.14864,68.13372,71.22676,72.30943,67.33317,65.04551,62.806885,68.64621,76.34723,78.02216,67.90139,63.142906,63.652336,63.028854,66.62203,64.11042,59.740067,0,79.0
56.792927,49.165623,55.992233,63.2145,70.98614,78.19463,72.8626,73.38896,66.40115,68.96653,78.26004,79.76447,55.090298,58.82845,56.26581,56.555374,65.417305,53.324352,51.62594,0,80.0
54.99571,47.25958,56.675064,64.84342,67.86182,70.30325,65.522255,64.225464,61.571335,66.78828,77.118614,78.64069,60.75748,60.29807,59.454887,57.933952,61.58766,57.975376,53.74161,0,81.0
54.977737,45.776043,46.388905,52.71988,61.24704,69.560425,62.41166,57.208927,56.767227,69.69944,77.79356,79.51491,65.97271,63.50582,65.35511,64.606895,66.89185,66.98548,62.06584,0,82.0
59.752785,50.730175,55.131348,62.96603,70.564064,74.872536,67.76089,67.505615,63.826145,72.23395,80.16335,81.92448,67.98067,64.358154,64.13727,62.599678,66.55833,64.15118,59.899323,0,83.0
50.26008,39.75835,37.259804,42.05496,48.48084,62.769882,64.36052,57.59889,61.118477,72.29007,79.17799,80.62702,71.60849,62.84433,67.81237,67.23189,70.95523,71.20681,65.3306,0,84.0
68.68756,59.870674,65.36534,72.08616,75.79503,74.16852,67.29082,64.77467,61.76667,68.704575,78.827995,80.245346,61.98566,61.435146,59.646404,59.388393,63.0378,56.873173,54.129536,0,85.0
52.028214,40.842327,39.66251,45.086308,53.897625,73.48394,70.7141,66.53573,68.25495,73.62961,80.87198,82.0776,68.971016,75.38884,73.67617,74.6283,74.81498,64.81995,67.05303,0,86.0
53.112514,47.77114,60.063225,69.33925,75.6428,74.82825,67.31187,63.239998,62.643093,69.04614,77.675476,79.00749,62.632126,67.856155,64.38687,65.51535,69.346886,60.543114,57.775974,0,87.0
52.728844,40.93919,43.938892,54.66143,63.115234,70.98002,69.60013,66.59032,67.85977,74.68407,81.989044,82.914856,56.741917,57.498817,63.493008,64.02815,69.77367,65.97494,63.538216,0,88.0
57.483124,47.896347,53.24331,64.8511,75.2547,81.98072,74.72165,69.23503,70.645836,76.91778,83.923325,84.985565,78.162674,69.65011,72.95582,71.38017,73.22162,70.170876,67.66962,0,89.0
60.24276,50.426804,52.79519,61.75928,67.88806,68.12337,61.729855,60.220848,57.017647,66.72479,76.031265,77.67405,62.950294,57.296795,57.64383,56.727386,61.007595,54.923153,54.38255,0,90.0
55.467594,46.14639,51.05502,60.44128,67.78046,65.17922,60.590427,59.065266,58.584618,69.63225,77.327095,78.85057,70.528915,65.385284,67.155556,65.44579,67.468994,62.199085,64.48615,0,91.0
62.580627,54.435593,55.76011,65.35435,69.20489,72.7288,71.346596,69.01481,70.237465,77.80137,84.30421,85.22286,63.314682,66.36946,66.54413,67.20245,72.755035,64.75929,60.6859,0,92.0
58.19304,47.490334,46.62716,53.4612,51.483517,52.546722,49.807594,45.106308,50.38942,71.426,78.45788,80.07724,66.9831,57.057213,65.14197,63.547344,67.99569,71.378716,65.84224,0,93.0
57.41595,49.18204,49.55982,54.204105,61.29354,71.25564,72.22249,62.13078,75.333206,81.14844,85.67262,86.442444,76.0733,78.313095,78.38448,78.245804,79.5709,72.33308,72.286476,0,94.0
53.1054,41.42333,42.607082,54.738808,58.42926,56.90241,52.302444,48.303406,50.605976,67.65999,75.45375,76.77468,60.770027,55.453854,61.408363,61.177834,64.99971,59.333057,62.075096,0,95.0
61.976074,50.472538,47.858486,55.129158,58.071632,63.959236,67.16247,62.43356,67.24028,70.81867,79.1188,79.95259,51.79687,54.17595,50.784206,51.11437,59.07216,48.164562,45.668556,0,96.0
52.04613,43.841515,42.16987,44.793617,51.949257,53.613834,49.96818,46.605194,49.546432,71.959236,78.33384,78.99683,70.71571,63.7425,68.39788,68.08413,70.71091,73.10857,66.18158,0,97.0
56.66735,47.286224,49.227325,59.4284,65.44377,69.11677,64.38644,64.82705,60.6265,66.65821,75.951,77.62568,65.7712,63.325565,62.653587,61.381306,63.81448,59.65376,55.611824,0,98.0
62.80095,54.846485,58.41347,63.21745,67.233,74.34622,75.94687,72.804924,71.10998,74.06799,80.65985,82.3795,66.67144,67.8146,64.98798,64.02508,67.656944,60.0221,58.31177,0,99.0
60.4187,51.26779,56.791103,65.778656,70.42205,67.72086,61.550022,60.052383,57.464333,64.565254,74.92848,77.187874,59.151165,55.936726,57.05685,56.1278,61.42925,56.8504,53.669537,0,100.0
56.02002,46.368866,48.806896,60.933685,72.16606,77.57368,75.09389,70.031654,72.9083,74.80998,82.302124,83.421364,80.28342,72.97607,70.27222,68.097,69.29069,60.27884,60.176476,0,101.0
54.555923,45.625202,54.39733,65.1438,70.39215,76.058685,68.991974,66.71617,63.125347,70.25755,79.300285,80.41521,67.11601,63.922356,63.43565,62.040703,65.841034,64.92029,60.056484,0,102.0
72.47902,61.510384,56.463326,61.43496,66.855675,78.69674,77.56531,73.39228,71.652115,79.0686,85.60827,86.40575,67.07585,67.37991,68.52693,67.84686,73.40862,66.71291,64.3495,0,103.0
49.98875,40.073566,44.62966,54.650486,63.621418,77.382866,74.49299,66.18839,70.33033,78.754295,85.00039,85.75629,64.63974,66.35864,64.44304,64.83973,69.75316,62.616776,60.330105,0,104.0
60.9142,51.2528,57.657932,69.07683,74.46434,72.09991,68.81168,68.07527,64.49768,68.90715,79.16438,80.79825,61.662872,61.529438,60.804665,60.16123,64.36965,57.783802,54.68733,0,105.0
83.2643,74.09745,70.8668,63.47027,58.953278,57.591522,52.069237,45.62213,49.696003,68.76936,75.912384,77.71046,66.49769,61.05597,66.240326,65.46619,67.456474,65.650215,65.92714,0,106.0
55.346195,43.72464,43.0944,52.876175,65.30273,78.40789,74.34165,69.86176,69.09428,76.53475,82.6521,83.84815,68.803696,66.904465,68.076584,67.019966,71.3343,65.755844,63.30952,0,107.0
62.91961,53.66189,59.660328,66.354256,69.63102,75.13768,73.20956,64.80207,70.05775,78.805405,85.17599,85.91081,68.34522,66.9478,69.04631,69.57473,73.96491,67.867195,65.17825,0,108.0
55.480362,44.40792,48.071556,59.632908,68.39839,76.24556,70.67236,66.959015,66.08705,72.08397,80.92922,82.261055,62.772606,63.45976,64.055084,63.37058,68.279305,62.765156,58.854156,0,109.0
60.704845,50.39429,48.842957,56.241913,64.33428,74.94267,72.05177,68.09474,65.642136,72.53359,82.10525,83.85007,69.69749,64.33449,64.97616,63.97875,67.84076,61.95324,58.9404,0,110.0
57.136185,47.91341,45.663074,52.117146,59.93364,64.54627,58.531033,55.251354,56.546677,69.52182,78.13553,80.07024,66.108345,56.965042,62.89652,62.078453,65.92263,64.19212,60.89267,0,111.0
56.2218,42.302334,41.808353,52.188034,62.797062,74.3974,72.544586,72.88959,70.40784,71.744835,80.22058,81.360504,50.950665,56.53634,55.616356,56.678684,65.406784,55.217117,52.398537,0,112.0
57.036114,46.745747,49.785213,60.15679,66.9398,76.24516,74.11948,72.026344,68.60702,70.859055,79.26521,81.02966,58.984955,63.178207,63.89687,63.80278,69.34743,63.66932,59.96315,0,113.0
63.10931,56.20513,55.261665,61.595238,67.41594,76.08946,69.500656,63.993366,64.02813,70.63767,79.52376,80.90383,70.359215,62.05238,65.55594,64.07504,67.236176,61.56705,58.95868,0,114.0
50.66506,43.57708,44.004005,50.005806,58.089012,67.49337,59.360737,56.31199,55.425888,70.26521,78.34306,79.888245,63.882183,58.228935,60.803097,60.22912,65.828384,63.09894,58.197063,0,115.0
79.61957,67.020386,58.548313,62.400158,67.87606,71.26079,64.351364,59.868153,59.828983,70.20922,78.46095,79.77841,72.37564,65.161224,67.95568,66.84879,68.40931,68.35117,64.62897,0,116.0
62.358917,51.786156,53.77513,63.17182,70.585304,70.61072,64.858505,61.760826,59.717648,68.94587,77.62988,79.53027,63.44763,61.80511,62.63287,61.691563,65.15552,62.11181,57.362385,0,117.0
60.156815,51.899998,55.342407,65.93462,72.89271,75.795296,72.30837,67.890915,69.801414,73.54053,80.890945,82.10355,69.74008,67.148,68.16591,67.264336,70.61322,63.735264,61.589016,0,118.0
70.08853,62.214558,57.70394,60.918056,64.416245,69.98101,69.156136,63.072426,62.43671,70.8789,79.46228,80.848274,72.93892,66.06281,66.20589,64.074036,65.88706,63.425423,59.789013,0,119.0
57.99861,52.364178,55.96944,59.98957,63.17086,69.13013,69.45339,62.46944,70.06536,72.102066,79.36899,80.363235,71.08256,66.69386,65.440674,64.435684,68.346146,60.691994,57.156445,0,120.0
58.83062,46.849945,44.806076,51.56861,55.738247,57.128983,53.862263,48.755272,52.91889,70.623474,78.46747,80.00597,70.00505,60.764687,67.11311,65.988625,69.67023,72.009705,66.424904,0,121.0
62.61812,55.886505,65.47925,67.95973,68.73414,72.66634,72.15799,70.73712,67.95875,70.7814,79.5315,80.45083,65.59109,65.4691,65.858795,65.31256,68.937256,62.311947,59.15143,0,122.0
59.757687,47.434185,49.223854,61.77556,68.2962,68.845146,65.3924,63.987583,61.480236,67.6169,76.384865,77.81399,67.751045,62.965046,64.64399,63.730442,66.01426,61.697174,60.26982,0,123.0
60.162704,47.933693,47.319103,55.416805,63.15254,73.18092,67.471535,62.934242,62.078945,71.61222,78.49664,80.11939,73.4163,64.812195,65.41844,64.51246,67.82694,67.420685,62.550426,0,124.0
59.496616,50.925045,53.123985,61.760616,68.32677,78.88144,74.93122,70.64148,69.731155,73.090675,80.90484,82.30482,68.004845,70.200554,68.30948,68.18133,70.65634,66.02722,62.499386,0,125.0
57.900513,51.594006,60.69138,66.80427,68.87024,66.781166,61.511646,57.176983,58.538307,68.33153,77.31126,78.86397,73.50387,69.457214,73.212494,70.64912,70.515884,74.50405,71.48678,0,126.0
56.44455,47.691956,51.190876,63.53432,73.18928,80.11664,77.02985,72.89619,75.672325,76.009346,83.2313,84.016815,67.92394,66.12672,63.754677,62.064873,67.237,59.111572,58.302696,0,127.0
59.291603,50.14925,52.632286,62.00821,67.6514,63.86522,56.449734,53.364788,53.28716,66.124664,75.768456,77.37208,55.843872,60.24633,60.987877,62.25633,65.856,61.528652,56.776722,0,128.0
60.706657,49.725895,51.665108,59.913086,59.30351,62.091064,61.18451,53.47429,62.777966,81.11772,84.26367,84.93574,77.7594,75.410034,76.272415,75.63379,77.7442,68.20587,69.601105,0,129.0
77.33953,67.194954,66.94514,66.94735,70.098946,74.50554,72.48543,68.78174,66.897575,73.90153,82.88523,83.956024,65.80459,65.472916,66.76471,66.05989,70.337746,67.80637,62.1495,0,130.0
