reflectance_365nm_percent,reflectance_405nm_percent,reflectance_430nm_percent,reflectance_450nm_percent,reflectance_470nm_percent,reflectance_490nm_percent,reflectance_515nm_percent,reflectance_540nm_percent,reflectance_570nm_percent,reflectance_590nm_percent,reflectance_630nm_percent,reflectance_645nm_percent,reflectance_660nm_percent,reflectance_690nm_percent,reflectance_780nm_percent,reflectance_850nm_percent,reflectance_880nm_percent,reflectance_940nm_percent,reflectance_970nm_percent,class,sample_id
70.13336,62.70392,61.167686,61.505573,63.691753,61.703415,59.24502,54.818226,53.643997,53.40431,60.710068,66.85777,74.13424,75.42652,85.129425,68.520966,61.45395,66.94212,90.8315,0,1326.0
65.09724,62.372135,61.861187,63.359863,63.63127,63.995605,62.90335,59.922237,58.567196,61.71038,73.648544,77.71603,82.21772,83.1054,69.59256,70.16107,69.14922,81.07656,77.980865,0,1327.0
63.759266,60.52462,60.07365,62.06646,65.6423,70.044556,76.85082,72.479065,72.22007,66.46193,63.724445,71.54668,80.749985,81.553055,82.266136,75.33573,66.86964,58.958824,82.143585,0,1328.0
58.05729,51.327843,51.969296,58.25027,59.58554,63.06735,67.02975,66.23329,64.19793,70.275215,78.24945,81.31248,84.98877,85.48533,79.02254,74.00456,76.046906,71.302605,86.87875,0,1329.0
69.38602,66.79432,68.59367,67.505455,66.65923,68.18537,70.32671,67.77922,67.34739,70.49638,71.80174,77.01883,83.06346,83.66772,85.6831,74.1192,74.31968,66.015396,83.595276,0,1330.0
62.239437,54.973625,56.13824,64.75638,69.29193,74.30395,73.26845,69.32683,69.67942,65.66329,61.944336,69.815216,78.75584,80.44849,91.20965,71.597176,66.79247,60.4274,84.04547,0,1331.0
66.22872,60.952133,60.600002,64.2045,66.21136,70.64903,71.76912,67.06617,66.637985,64.33796,65.06319,71.80139,78.96904,80.215034,81.26211,66.28884,62.575848,64.23622,84.518715,0,1332.0
52.957844,43.43652,42.042217,48.999126,55.28183,63.275673,67.29439,60.83249,60.635715,56.489384,59.485863,68.476715,77.00664,78.20064,83.75717,68.51244,66.53558,64.859184,86.3177,0,1333.0
54.78872,48.447643,49.7219,55.841995,61.331684,68.00513,70.39495,66.29641,66.271225,64.29995,63.954544,70.76958,78.6012,80.13955,79.59174,71.82421,61.120003,62.76611,86.173065,0,1334.0
59.111317,52.321632,52.993507,58.032482,58.037407,56.578888,55.242493,52.171463,52.549828,51.685326,66.3713,71.70517,77.700386,78.82545,75.352005,69.523315,62.836067,66.587616,85.79622,0,1335.0
64.47202,54.04612,53.074837,56.594025,56.602264,56.43791,56.612556,56.316025,56.58205,57.006992,64.130646,69.905945,76.726395,78.0207,78.99768,71.43514,64.97158,71.75744,91.69553,0,1336.0
74.3463,71.557,68.91937,60.572254,58.445786,56.720863,54.469498,46.888306,45.241413,45.716885,61.24751,66.985016,74.57421,75.87053,63.93817,62.637234,55.777042,68.97354,84.512886,0,1337.0
58.834194,52.234947,52.376972,59.227173,63.3008,66.50245,64.313126,59.95961,58.942963,57.104008,56.551964,63.63432,71.41649,72.57549,77.095566,62.502342,58.88564,54.736263,77.102936,0,1338.0
65.69739,55.645065,55.084377,63.486202,67.265945,66.6252,63.18244,59.54419,59.400963,57.878216,59.669407,66.7498,75.00666,76.61027,81.2109,63.594704,62.732243,60.63155,78.757515,0,1339.0
62.69706,53.90229,54.426773,60.555737,63.495815,66.76869,68.488625,66.352264,67.24632,63.557655,60.913116,69.24674,78.139206,79.67661,92.15917,77.22468,67.20378,61.209805,85.15812,0,1340.0
70.1803,69.04081,70.10801,67.84399,65.806175,63.618385,64.57663,62.8054,63.772243,61.0766,58.078022,66.1685,75.63016,77.12717,81.98674,61.711735,56.271423,57.931053,80.46117,0,1341.0
65.68501,58.553898,55.385017,53.577263,55.918854,55.7358,57.40776,55.884964,54.96251,56.078983,62.553574,69.37834,76.800156,77.68028,73.64912,63.406593,64.415855,68.23726,89.300255,0,1342.0
59.924625,50.732674,50.85212,56.5252,56.227642,54.72414,56.03167,53.600414,52.833134,53.950207,65.00524,70.34109,76.325294,77.70354,70.568756,64.42841,68.77511,67.19735,88.83678,0,1343.0
60.552128,53.666145,53.934574,62.139668,69.688194,76.29609,73.30806,69.68947,69.62502,66.26286,62.72871,70.36773,79.25481,80.899284,79.86416,70.5257,67.78413,61.588753,79.959015,0,1344.0
58.824627,52.09183,52.157784,53.26877,57.43564,59.62113,58.085823,52.85406,51.683582,51.816296,61.09547,68.16157,76.37914,77.94817,80.02493,63.94466,57.74576,64.897,83.60532,0,1345.0
63.586063,56.850708,55.83989,55.895786,58.087963,59.92744,61.71042,57.37785,56.234676,55.372654,63.60913,70.16505,77.5967,79.13977,86.50372,67.83271,61.623245,67.19806,90.43623,0,1346.0
68.60544,61.40005,59.27838,61.59758,64.70394,69.98177,76.008606,73.35501,70.58889,69.26106,63.85865,70.05426,77.91029,79.27276,82.04595,76.38889,67.76642,60.489582,84.63857,0,1347.0
71.48274,64.99831,62.22571,67.56441,69.926216,74.60517,80.28233,79.58792,76.17438,75.29626,71.37132,76.14473,81.76618,82.84288,74.45495,73.65171,76.01911,75.38462,80.81924,0,1348.0
82.59723,76.28168,74.02826,68.59817,66.2541,61.43375,58.633595,53.308235,52.1264,51.387245,59.10882,66.21306,74.07065,75.99974,84.48431,68.68248,64.34466,63.152218,86.98605,0,1349.0
63.886444,54.48479,54.898315,65.083015,70.04211,72.94512,73.236885,69.30826,69.122284,64.43431,62.229126,69.57322,78.33086,79.83984,94.18633,76.97665,68.333954,59.743668,88.47444,0,1350.0
55.128296,46.70787,45.67324,50.48646,55.219395,60.984715,66.01364,60.828465,59.639706,58.742897,60.90552,69.01141,77.66401,79.7176,80.13321,67.06702,68.331184,66.32942,84.322586,0,1351.0
51.790237,42.26273,41.826424,49.61378,55.172718,64.49292,67.079636,62.79363,62.805122,61.35065,61.05777,69.08858,77.19442,78.524864,77.21709,68.651985,65.66133,68.56725,81.63598,0,1352.0
68.8718,63.30082,65.95346,66.803566,68.280396,71.78338,75.28568,71.356995,71.22812,66.95291,61.710705,68.82193,77.90801,78.883804,81.15642,74.10271,70.09045,61.77149,78.46581,0,1353.0
58.990852,47.82896,45.90141,50.364548,55.720528,62.3272,70.472916,67.187515,66.98329,64.65426,61.140602,70.18263,78.466064,79.73437,78.281334,65.409744,65.296616,56.211292,82.18995,0,1354.0
50.402416,43.929462,44.985016,50.537228,54.994957,60.345097,70.20279,70.86316,69.19022,73.56964,69.435326,74.9859,80.46669,81.43641,78.00695,62.96057,59.871113,56.656868,83.51738,0,1355.0
71.91356,64.94064,62.528538,61.686974,62.544994,64.828445,66.03989,66.54623,66.76662,65.35166,66.06963,72.12593,79.7295,80.78517,81.1975,66.468475,66.32892,63.378082,87.394356,0,1356.0
67.09724,62.22331,63.69334,67.21941,68.62758,64.11202,58.13628,52.77099,53.857277,52.445255,70.953415,74.90449,80.07461,80.9694,73.67186,71.752914,68.03826,66.45685,84.44079,0,1357.0
61.335724,51.253956,49.2146,52.05399,56.859665,62.879475,68.99302,61.05836,60.607094,57.75668,60.081257,67.8611,76.519165,77.94381,87.325294,66.597,61.206085,61.098236,87.33941,0,1358.0
78.19098,67.368126,62.99905,66.79136,73.71179,76.8618,74.06676,72.481926,71.491394,72.54217,73.06749,78.166176,83.71501,84.58666,86.55535,71.67321,68.620514,61.495167,85.65384,0,1359.0
64.448044,59.71281,60.293037,61.109287,63.678654,66.043564,72.74627,64.88098,63.171505,60.827106,65.206894,70.9002,78.33936,79.4301,86.77032,75.182236,66.57287,68.03018,87.96638,0,1360.0
58.45368,52.57595,54.24279,58.042282,58.55346,58.412926,60.132145,54.347183,53.89394,54.09387,74.32195,78.91615,83.4539,84.49146,76.83918,72.21499,70.9836,69.135925,91.64515,0,1361.0
64.904465,59.61415,57.718365,60.98613,64.31325,69.33668,74.8247,67.910774,67.067535,64.01373,64.9234,74.00948,83.10544,84.23185,82.6546,67.51021,67.0579,61.431175,86.99022,0,1362.0
58.997963,48.999317,45.651264,41.653873,42.830406,48.117077,57.904797,63.376842,62.14183,67.14225,70.21942,74.69537,79.74227,80.46149,84.919014,72.14033,64.88275,69.33481,90.0843,0,1363.0
69.45259,66.06662,63.612366,59.28772,61.15636,62.83792,67.69345,69.04198,67.72966,69.4054,67.996544,74.04263,80.52751,81.62802,75.74993,68.3583,67.84176,65.80133,82.79463,0,1364.0
80.52547,75.1311,74.17794,70.17192,70.90068,70.54469,67.43641,62.766296,61.77936,57.82994,54.372215,62.325615,71.058304,73.1999,72.20279,62.693394,59.6475,57.74917,75.408226,0,1365.0
65.6431,60.50734,60.45528,62.323128,64.979294,68.938385,68.11048,60.213345,58.06891,57.21183,64.48688,70.75079,77.32979,78.714226,81.03442,70.89177,64.84708,67.345695,87.572014,0,1366.0
65.05129,60.301567,59.8384,60.73481,59.75861,59.32916,59.58213,55.31734,54.70012,54.960083,64.53467,71.28716,78.91783,80.04457,71.1408,62.98721,60.18872,66.61606,82.69648,0,1367.0
82.80456,76.35369,74.07846,67.98702,64.188644,62.11307,59.880596,54.479565,53.398304,52.127083,61.316353,68.3013,76.50849,77.72534,80.72217,68.00733,59.31244,61.23582,81.54173,0,1368.0
70.0483,66.256996,68.58465,69.867546,71.52736,73.656044,73.41624,71.58016,71.48681,65.845024,59.414818,69.50461,78.098335,79.46599,87.51057,66.934326,63.72617,54.692238,78.62325,0,1369.0
58.70226,50.29775,50.58245,63.609528,69.09267,74.30086,74.72305,71.02632,70.59774,71.67338,68.72773,75.43347,81.92652,83.06318,75.315254,61.848557,63.71907,52.9413,76.15433,0,1370.0
71.6156,66.97798,68.37675,71.55299,71.0315,71.55063,78.2352,77.47372,76.89611,73.829475,67.31703,73.64121,80.78576,81.85881,88.30636,72.7135,67.86047,63.423805,88.368675,0,1371.0
63.326435,56.75873,57.284122,58.85337,58.459812,56.57622,54.937027,51.625557,50.308548,50.36375,57.497353,65.63024,74.68638,76.0201,78.12834,64.99852,54.42236,65.04666,82.6196,0,1372.0
62.824623,54.714066,52.917706,54.702545,57.508266,61.045467,63.67836,58.056522,56.81781,56.568424,65.09545,71.19434,78.74121,80.00226,85.389626,72.2988,64.84917,62.61766,85.58817,0,1373.0
63.628925,56.67096,56.542374,59.045948,60.886658,63.54902,64.47633,61.27791,60.52849,58.458893,59.535522,67.86308,76.599,78.06803,83.65578,67.143555,66.60872,64.16192,83.91244,0,1374.0
67.79683,60.79484,59.84571,55.466717,52.50876,51.290886,54.16134,52.79776,51.519882,53.59655,61.464806,68.51237,76.43741,77.66814,81.651855,66.00482,56.433308,64.57104,89.45309,0,1375.0
85.05351,82.51631,80.208534,70.29995,69.016106,70.014175,75.67376,76.96269,74.37026,77.0496,75.61192,79.889465,85.47209,86.40404,79.47632,73.0905,77.60057,58.606064,85.11613,0,1376.0
58.283222,50.260883,51.239925,49.715458,47.42345,43.866848,43.748783,40.595764,39.227947,40.960327,61.99076,68.74551,76.16507,77.38098,70.229706,66.88003,58.54095,62.77523,89.603485,0,1377.0
83.85819,82.53347,82.33329,79.989975,78.56766,77.49244,78.80177,75.85012,76.21813,78.12854,73.70546,78.781715,84.34875,84.7945,85.0577,72.66634,72.57745,73.71691,88.32253,0,1378.0
49.95117,41.31142,41.37766,49.521385,55.88402,63.753796,67.49534,64.34684,65.02816,61.75956,57.405365,66.87402,76.46872,78.11895,79.67627,61.838657,59.529556,56.93783,82.19777,0,1379.0
80.98667,73.37111,73.21599,73.88373,74.13382,74.50758,76.93714,77.14487,74.61909,73.36193,76.68226,80.98896,85.23903,86.26275,69.75408,70.85042,72.301346,71.09987,80.11702,0,1380.0
67.2367,60.34459,57.77058,54.922104,56.956776,61.6148,67.749016,63.215073,61.383133,59.998657,63.590996,70.355316,77.929085,79.192856,82.84898,75.71094,66.83461,66.12289,92.56059,0,1381.0
67.123535,60.79093,60.136517,60.150738,60.539997,62.543644,66.715744,67.22549,67.161674,66.0946,65.06168,71.46755,79.117325,80.600586,79.015,60.690872,63.16966,53.721733,86.746254,0,1382.0
71.215645,70.81212,68.988716,59.996883,56.921078,54.84881,55.45312,52.253403,50.694233,52.50936,64.613594,71.135506,77.74524,78.59995,77.03024,66.41421,59.76833,67.95514,92.8559,0,1383.0
55.505806,47.20961,47.136448,53.848213,57.095165,61.49518,64.00194,62.007153,62.636642,59.53086,56.570988,64.13614,72.402885,73.373344,69.365746,59.260548,58.19663,53.757374,71.67797,0,1384.0
54.179745,44.397057,43.526188,45.299183,48.887295,49.352715,49.600025,43.967056,41.675644,46.834667,65.262436,71.811554,79.854294,80.60593,80.813255,69.43921,57.88645,70.10757,90.74716,0,1385.0
79.495224,77.13654,76.27293,68.7638,67.23803,66.857895,67.13444,65.98525,66.07288,68.303825,65.82592,72.92065,80.5164,81.925644,71.099174,61.638218,61.072372,52.82085,78.63088,0,1386.0
75.160446,68.782326,65.568436,65.324196,66.273224,71.134705,76.01208,73.95218,71.809074,74.94699,71.88185,76.94686,82.81869,83.41753,80.581116,64.80414,65.01251,63.737267,88.786354,0,1387.0
55.930943,47.918953,48.267048,53.602592,59.616863,68.24199,73.15997,72.609505,70.92199,70.32778,66.88481,73.2634,79.86697,81.094,76.41629,65.47659,68.813995,58.54644,78.920364,0,1388.0
54.534943,48.8112,49.830975,51.304115,49.621674,47.968742,47.204777,43.09026,41.70764,43.029285,55.96094,64.21075,73.21398,74.656586,77.25622,65.084335,52.616863,60.380383,88.711754,0,1389.0
68.80148,60.76942,61.7795,66.62975,68.349205,73.29711,76.74984,75.952736,73.98068,75.160286,73.08417,78.4802,83.96658,84.88032,84.06417,71.69149,72.17586,65.45067,77.86643,0,1390.0
66.72762,62.199127,61.122696,63.719612,63.959003,66.3874,68.5598,65.64431,65.51654,64.489784,65.36281,71.994446,79.44531,81.07949,75.688354,65.99062,66.03981,56.953777,82.51766,0,1391.0
62.27846,56.31184,56.559624,58.714874,60.908253,66.15193,75.27907,72.171,70.823265,72.52596,67.064445,73.79326,81.26591,82.35478,86.054825,69.29761,67.09242,62.208755,87.76529,0,1392.0
74.571655,72.115555,71.970985,64.00109,64.10261,67.55333,70.34868,68.65124,67.17858,66.350815,59.89915,67.85543,77.06482,78.31387,87.30844,70.435616,66.862206,54.76644,81.4263,0,1393.0
54.655994,45.46422,46.73677,56.961758,58.19042,60.011925,61.807137,60.10698,58.61283,58.675056,70.60644,75.06988,80.82939,81.80765,87.30383,77.67031,69.68568,68.41949,94.639084,0,1394.0
61.15621,52.66362,52.560116,55.924522,60.18747,65.99289,68.7129,60.684032,57.64298,58.175365,63.14661,70.227776,78.48724,80.21183,85.21925,72.63042,62.181957,63.52052,89.016304,0,1395.0
59.981598,56.424297,57.35374,54.282963,52.572876,53.89024,59.240974,60.50005,58.31034,65.79303,68.75151,74.706154,80.97962,81.90573,78.22106,61.1319,63.59109,61.306183,81.66591,0,1396.0
60.74632,51.811813,50.75477,53.81657,58.182983,64.42972,73.344154,72.67361,72.51398,73.38383,77.2202,80.90083,84.04924,84.468124,83.4117,68.768936,63.199455,64.42662,87.25131,0,1397.0
67.44787,57.753284,55.5537,55.47979,58.237946,63.379784,64.033264,66.23967,67.284546,66.78043,67.561844,72.970566,78.928024,80.452255,75.014915,66.4119,69.05916,64.177444,87.731735,0,1398.0
68.42235,61.11626,59.479095,57.539875,57.879673,58.62075,60.888844,54.55172,53.108387,52.056904,62.87852,69.433754,76.68194,77.82766,83.79054,71.7885,63.201046,65.371994,92.535225,0,1399.0
65.474464,57.552837,58.051186,61.26245,64.15494,66.90231,72.88815,69.19781,68.541756,66.47298,64.189415,71.60131,79.75289,81.19805,81.43282,66.859764,64.46433,58.265232,84.75319,0,1400.0
61.526554,54.867214,55.365593,66.143394,71.487495,77.20168,78.93491,72.416374,71.32852,69.87154,66.19812,72.8008,80.35613,81.649796,82.79157,75.15375,69.15432,60.956913,83.15482,0,1401.0
62.855278,57.792294,57.083065,56.53928,59.16855,60.95008,58.368946,51.200058,50.59247,49.3307,55.041004,63.40618,73.11375,74.90773,83.15156,66.47226,54.023163,60.2202,82.5735,0,1402.0
72.71801,62.948315,60.41812,62.394302,67.04021,69.98369,73.82932,71.304794,69.93267,66.26542,64.76123,71.38774,78.828514,80.52477,87.54229,70.81097,65.33032,63.6474,86.743126,0,1403.0
61.878765,55.736263,56.040775,61.996967,67.64278,72.27952,74.84092,70.61432,70.61763,67.32276,68.9833,73.65089,80.241615,80.88936,82.59243,75.88851,70.34804,71.97243,88.81528,0,1404.0
71.391174,68.424835,67.52503,68.46709,68.85706,68.51533,68.38208,59.94215,56.726997,56.95916,69.275085,73.99755,79.12022,80.68433,82.90513,75.27335,67.9971,68.968506,86.743454,0,1405.0
53.99865,46.307194,46.85166,54.28136,58.245514,63.784664,71.85809,63.813114,62.735367,58.133602,59.109856,67.77043,77.0084,78.69335,80.08901,64.559814,63.221626,58.53159,80.63511,0,1406.0
56.187416,46.527542,45.015816,46.65653,50.395447,53.910225,59.45173,55.984985,54.586292,56.129383,66.39475,73.25885,79.178566,80.232765,77.0397,71.924126,62.824196,74.101295,87.29914,0,1407.0
61.99985,54.32979,51.54654,55.5311,61.34861,66.91954,69.48105,64.71677,62.76028,59.07987,60.50413,67.51271,75.9864,77.25399,85.37913,72.79629,62.982082,60.445045,87.4394,0,1408.0
52.537357,46.121494,46.797127,50.03451,52.76185,57.339348,63.15902,62.591194,62.352287,62.147182,65.139946,70.99073,77.843956,79.507,77.59799,67.79768,65.085396,60.10647,81.63548,0,1409.0
73.78895,65.528465,63.261078,63.545044,64.68655,67.229,66.93851,63.320168,61.06492,63.97052,71.96015,76.93344,82.36763,83.32344,81.46887,69.56513,71.10393,65.5484,89.808304,0,1410.0
56.50212,47.51422,47.10459,51.05161,55.106224,58.008236,60.495655,60.543095,61.27343,60.30268,64.35385,69.9057,77.114876,78.42335,86.86811,77.91222,67.08737,67.78876,94.38639,0,1411.0
56.153328,48.27982,47.979607,55.316418,59.440266,62.3788,68.31777,66.35843,64.0185,71.23276,70.4499,75.38443,82.07751,83.04106,81.28426,69.50268,68.8984,68.88926,88.520096,0,1412.0
74.2665,68.7171,67.4224,69.67508,70.23704,68.44623,64.40033,58.61075,57.221115,56.149303,61.66137,68.93719,77.091225,78.52451,92.9416,76.22735,61.523293,65.13628,89.78856,0,1413.0
67.50471,63.96541,64.19169,65.810455,68.48114,72.395164,75.395615,70.08358,68.75118,66.107086,64.29739,70.317726,78.40957,79.98445,87.7056,68.647354,69.41578,66.291885,90.521866,0,1414.0
57.425964,44.657715,39.82995,34.331,34.778866,37.838253,41.975323,41.584644,40.155334,44.63396,62.656193,71.27823,80.02453,81.127625,88.95596,69.94698,57.385498,61.458378,84.74127,0,1415.0
55.258064,48.731083,49.24576,52.042015,54.49598,59.270287,65.12916,62.23777,62.57868,61.43592,71.72371,76.85402,82.07291,82.72919,75.97673,68.87696,68.05515,67.27544,90.51149,0,1416.0
79.777435,73.27689,73.51487,69.57415,68.97856,69.88096,68.79022,66.7494,66.39106,64.58116,65.68443,72.02809,79.66683,81.16403,77.48507,72.97984,70.43849,67.22992,85.55173,0,1417.0
69.49876,62.32394,60.75128,66.54104,70.43411,72.18076,66.44447,59.205048,57.492943,55.11087,56.828777,64.861275,74.29885,75.66759,77.8076,65.094536,60.62922,59.88799,80.748535,0,1418.0
78.852066,72.479546,70.506355,69.22045,71.03183,72.36046,71.07162,65.24143,64.547035,62.37765,63.399338,70.61022,78.386955,80.368095,78.06318,68.19464,68.10162,64.926895,83.32525,0,1419.0
57.162197,51.58421,50.309658,52.840744,55.593853,56.726055,55.24519,52.93435,52.159225,50.79748,51.70574,58.503407,66.11302,67.405426,63.35138,56.901104,54.218292,53.87662,68.73061,0,1420.0
72.48698,60.649536,57.512836,50.973045,50.089924,49.624207,55.43779,53.207367,51.127373,53.353752,60.973335,66.242615,73.93373,75.18032,85.55981,68.17312,61.46311,65.90537,88.4764,0,1421.0
64.015434,58.88391,57.33571,50.51704,48.985443,49.3465,52.81412,54.165184,54.69904,55.626034,56.76172,65.845985,75.46464,77.021286,72.72503,56.72354,56.407875,56.593876,72.836395,0,1422.0
68.05439,64.476326,64.07608,67.79429,69.32755,72.202805,78.6403,72.45284,68.86721,66.54774,67.858536,73.399216,80.34208,81.35946,76.63969,72.26162,73.647675,59.42951,77.66717,0,1423.0
60.464172,56.10342,55.816692,63.507515,67.34993,73.23721,73.8523,66.82373,65.679535,60.950874,62.89479,69.634514,77.678856,78.82408,84.86203,66.81658,62.507896,65.22694,88.17169,0,1424.0
61.32176,52.70002,52.57102,61.207848,68.418846,72.428474,72.541306,67.667564,65.56224,63.242085,61.52455,69.50668,77.193985,78.61149,86.16511,72.23842,68.37352,60.559155,84.67224,0,1425.0
78.228134,73.22947,71.59917,68.771385,66.151,67.55697,73.06443,73.93963,71.569565,72.79136,67.15087,72.949585,79.83127,80.54132,76.05646,71.646866,68.50238,65.78839,76.44064,0,1426.0
65.1029,61.272545,62.983162,68.3259,73.203865,73.83029,79.204025,75.22151,74.92116,69.43987,69.72536,76.02017,82.80863,84.16982,87.25155,81.01695,71.49249,66.62433,78.16155,0,1427.0
64.1982,56.594955,58.361412,67.59062,73.942085,78.07111,81.250015,75.72585,74.50295,70.276634,66.8513,73.725945,81.33585,82.5996,89.627525,75.044716,72.76034,63.722015,87.905396,0,1428.0
62.58884,56.181126,59.602623,64.57007,66.64108,69.25405,77.24281,75.94848,73.215675,73.51886,70.30092,76.35289,81.861046,83.20984,79.625854,70.570816,69.29952,64.50966,77.193855,0,1429.0
82.013695,79.827515,77.94066,77.08184,76.61561,77.22633,77.700195,75.83737,74.39162,75.72714,70.931,74.835846,80.74745,81.8654,75.55104,68.7367,65.82444,62.03044,85.95378,0,1430.0
59.60063,53.860676,54.11809,56.670933,60.24294,64.87419,62.42931,57.44706,56.61172,55.135143,58.01823,66.87873,75.919685,77.73304,74.79184,63.782837,57.478504,61.150444,81.04562,0,1431.0
65.4053,60.547607,60.976738,56.39077,53.539825,48.02259,46.264698,42.63054,42.572315,43.62857,62.742126,68.947945,76.48088,77.52142,82.52867,67.30736,58.679665,66.78878,88.95596,0,1432.0
76.89327,73.137054,72.53311,69.75452,69.04515,70.51147,71.579155,71.21108,70.65671,70.95665,70.57223,75.35587,81.22748,82.2941,87.053764,69.1694,71.58113,60.352905,91.22703,0,1433.0
64.56359,50.81338,48.719227,53.189636,57.375942,64.72531,68.20528,64.82454,64.20413,64.14998,64.24605,71.05887,78.93253,80.41482,84.69257,68.26076,69.14078,66.572044,89.29153,0,1434.0
70.679306,68.00259,69.85576,74.610725,72.87038,74.377625,78.95548,79.82177,78.38493,81.31129,73.02645,78.53552,84.297066,84.803185,74.821655,71.77376,74.84368,61.85997,78.4637,0,1435.0
63.737385,57.156467,56.7832,59.304928,62.59345,66.1379,68.91377,64.45442,62.986355,64.05252,63.652004,70.62481,77.707565,79.25351,81.14184,63.39587,64.112564,58.15813,85.65693,0,1436.0
65.069115,59.914177,63.092815,61.21508,58.401848,54.923367,53.228916,50.71762,51.692432,52.66468,65.012184,70.90011,77.801346,79.008995,77.931694,68.113884,60.88977,66.573654,88.258125,0,1437.0
75.56428,73.66334,71.89271,67.56514,67.06932,68.61598,68.91411,64.38114,62.203896,61.404316,65.90835,72.559074,80.19269,81.4827,81.36468,70.56545,68.72813,65.97655,81.69742,0,1438.0
59.98887,54.04735,53.682198,58.3034,61.875843,64.50949,66.55379,62.389694,60.605354,59.97596,67.34196,72.978325,79.09134,80.337845,81.28721,67.39338,59.136402,56.389057,89.62818,0,1439.0
63.840008,60.234905,61.14898,64.3144,63.085526,63.23309,63.714756,57.824482,57.154453,56.69954,63.98897,69.72414,77.30084,78.672745,82.136444,71.37888,63.412685,64.190285,86.86946,0,1440.0
69.05648,64.66488,63.833256,61.593636,61.222477,64.17736,65.34682,63.15347,63.96304,59.426464,57.14501,64.54643,72.45593,74.349014,76.52581,64.51821,60.638905,59.39741,79.65022,0,1441.0
64.00768,55.199177,56.87086,61.804764,66.70732,70.97086,73.64258,70.6552,69.05974,70.19199,74.045235,77.886635,82.72756,84.15197,84.68599,71.2626,69.80189,65.42603,90.411606,0,1442.0
62.220245,54.98792,58.05825,64.76271,64.61276,64.59559,71.273384,70.59717,69.257805,71.86273,73.61817,79.202065,84.60255,85.73727,80.22086,77.40411,79.58084,64.959625,79.79068,0,1443.0
67.22551,60.22483,60.994774,69.57433,72.63849,71.13433,67.43475,62.57344,61.070038,59.416748,62.81434,69.70894,77.90652,79.266106,78.13079,67.06144,71.13254,64.74281,84.51118,0,1444.0
56.780006,47.28403,44.89962,50.593628,56.53232,62.811653,60.52025,58.395184,58.16577,58.156265,61.00772,69.31445,77.21105,78.691734,84.08565,69.07106,61.828114,63.616432,89.90137,0,1445.0
67.73772,57.76214,59.12961,67.51657,70.19878,74.18197,76.10356,74.54833,74.06761,74.46901,80.41157,82.84048,85.84588,85.914116,75.16477,78.72283,78.655914,84.662155,83.40318,0,1446.0
72.710815,70.80999,66.50932,56.595272,57.025665,58.724777,59.784847,55.688828,54.077328,53.37781,58.12339,66.14344,74.924736,76.04066,80.027336,68.03114,61.04815,62.80902,78.78643,0,1447.0
56.27472,48.220573,47.580467,51.00445,56.611042,63.45054,71.54142,71.361305,72.84084,70.55648,67.56356,73.4303,79.58249,80.90265,75.835915,73.91626,67.888466,70.18432,86.16773,0,1448.0
68.57892,60.324097,58.722855,63.917267,65.60394,65.18411,60.411938,55.00718,54.165596,52.192245,56.045296,64.00201,73.744415,75.19023,88.09108,67.005226,55.777496,56.54549,83.27919,0,1449.0
66.318985,57.770584,55.852215,57.089157,59.56157,59.217434,55.94272,50.79991,49.90175,48.207436,52.021183,61.98532,72.14557,74.09338,76.96685,67.59274,58.376076,55.623714,80.58351,0,1450.0
62.237595,54.764812,52.292095,57.966076,62.995125,67.032745,69.91652,67.88687,66.08912,71.08536,69.451065,73.83502,79.89239,80.91373,82.31438,72.31365,73.342476,67.16028,84.130356,0,1451.0
65.00057,57.006485,56.634705,57.622955,61.221035,64.16509,64.50217,55.762417,54.576324,53.44182,58.307056,65.94236,75.14007,76.65521,79.142426,73.81581,64.66213,66.923225,89.07027,0,1452.0
75.68676,77.69331,76.49469,65.08831,63.72583,65.72992,72.738884,74.17279,71.71473,72.01708,70.27769,75.573814,81.8347,82.88123,71.422676,69.95116,72.58559,61.022804,71.01171,0,1453.0
62.60324,55.2914,54.01318,56.832176,60.81525,68.63498,79.370155,72.659,71.97907,66.59479,66.55101,74.14903,81.215065,82.736115,81.63808,73.07391,66.19698,64.070526,85.17329,0,1454.0
63.104946,58.53176,58.403885,62.887867,65.34954,69.00127,67.69171,61.88025,60.08213,60.345722,62.96672,69.861374,77.649216,79.17235,80.42418,64.18914,59.592583,66.84744,85.76313,0,1455.0
75.05511,70.402695,69.96263,72.90453,70.694664,70.590454,74.3614,71.92783,70.62794,66.40077,66.989136,74.635826,82.02914,83.308235,85.058075,69.37643,68.378845,61.549885,84.55578,0,1456.0
69.01143,56.82494,53.320248,52.45565,52.1002,50.98657,54.51424,53.957527,52.421772,57.055737,64.351295,70.3714,77.86906,79.0642,84.66677,67.439926,66.707924,58.701355,88.005554,0,1457.0
63.26523,55.520935,54.276108,55.227966,55.544483,54.3456,54.808765,51.30735,50.99496,50.805027,56.568794,64.96524,74.73046,76.54543,93.07459,73.81669,56.800533,60.27469,91.997635,0,1458.0
62.14565,54.964,54.12011,60.135822,63.767963,67.97865,73.733826,74.687996,73.141335,73.562454,72.49807,78.12235,83.224884,84.042755,82.61089,64.717865,61.975266,64.0388,84.04362,0,1459.0
59.832527,51.62269,51.850628,59.88533,66.725975,72.772964,75.03216,70.48214,69.89893,65.808395,58.892624,67.51343,76.951256,78.3349,83.84772,66.720116,62.98404,55.50328,77.550606,0,1460.0
